기간,구분,성별,합계,동북아시아,동북아시아,동북아시아,동북아시아,동북아시아,동북아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,서남아시아,서남아시아,서남아시아,서남아시아,서남아시아,서남아시아,중앙아시아,중앙아시아,중앙아시아,중앙아시아,중앙아시아,아시아(기타),북미,북미,유럽,유럽,유럽,유럽,유럽,오세아니아,중남미,아프리카,기타
기간,구분,성별,합계,소계,중국,중국(한국계),대만,일본,몽골,소계,베트남,필리핀,태국,인도네시아,캄보디아,미얀마,말레이시아,라오스,동티모르,기타,소계,스리랑카,파키스탄,방글라데시,네팔,기타,소계,우즈베키스탄,카자흐스탄,키르기스탄,기타,아시아(기타),미국,캐나다,소계,러시아,러시아(한국계),영국,기타,오세아니아,중남미,아프리카,기타
2016,서초구,여자,"3,376","1,186",251,761,58,100,16,252,60,94,58,***,13,5,7,***,***,9,31,***,***,***,***,22,33,14,16,***,***,37,"1,066",382,255,18,***,24,211,95,25,14,***
2016,강남구,계,"7,985","2,756","1,106","1,275",98,232,45,458,179,82,128,18,19,***,16,5,***,9,88,***,9,***,14,58,89,38,40,8,***,59,"2,997",787,407,52,***,92,260,258,36,49,***
2016,강남구,남자,"4,051","1,319",683,489,55,82,10,190,78,35,53,6,***,***,8,***,***,5,76,***,7,***,13,49,55,17,31,***,***,38,"1,593",353,233,19,***,57,156,138,21,34,***
2016,강남구,여자,"3,934","1,437",423,786,43,150,35,268,101,47,75,12,17,***,8,***,***,***,12,***,***,***,***,9,34,21,9,***,***,21,"1,404",434,174,33,***,35,104,120,15,15,***
2016,송파구,계,"9,746","6,508","1,069","5,084",80,165,110,707,295,95,133,16,75,79,***,5,***,5,75,14,7,14,12,28,63,35,21,5,***,78,"1,417",468,238,31,6,40,161,132,38,22,***
2016,송파구,남자,"4,698","3,127",520,"2,471",40,40,56,337,106,26,53,***,66,76,***,***,***,***,59,13,6,13,8,19,24,10,12,***,***,40,679,205,118,8,***,25,85,66,28,15,***
2016,송파구,여자,"5,048","3,381",549,"2,613",40,125,54,370,189,69,80,12,9,***,***,***,***,***,16,***,***,***,***,9,39,25,9,***,***,38,738,263,120,23,6,15,76,66,10,7,***
2016,강동구,계,"5,893","4,338",658,"3,372",48,123,137,633,314,83,112,9,75,12,24,***,***,***,71,***,25,16,8,18,65,40,16,8,***,7,438,173,54,14,***,22,14,71,20,21,***
2016,강동구,남자,"2,786","2,060",289,"1,673",24,22,52,227,84,17,43,***,50,12,15,***,***,***,59,***,23,16,5,12,28,14,10,***,***,***,230,78,31,***,***,15,10,45,11,12,***
2016,강동구,여자,"3,107","2,278",369,"1,699",24,101,85,406,230,66,69,5,25,***,9,***,***,***,12,***,***,***,***,6,37,26,6,5,***,***,208,95,23,10,***,7,***,26,9,9,***
2016,합계,계,"343,927","261,478","66,238","174,895","6,618","6,198","7,529","26,545","12,522","3,638","5,318","1,001","1,048",825,"1,418",205,29,541,"5,215",308,"1,304",649,"1,014","1,940","5,749","2,690","2,511",431,117,"1,828","18,909","5,775","10,353","1,830",773,"1,350","6,400","2,584","1,366","4,076",49
2016,합계,남자,"165,249","125,212","28,557","89,188","2,926","1,501","3,040","9,571","4,340","1,070","1,561",393,544,614,767,79,20,183,"3,901",236,"1,050",512,708,"1,395","3,105","1,388","1,459",181,77,"1,132","9,482","2,741","4,998",645,310,856,"3,187","1,351",632,"3,098",26
2017,합계,여자,"178,678","136,266","37,681","85,707","3,692","4,697","4,489","16,974","8,182","2,568","3,757",608,504,211,651,126,9,358,"1,314",72,254,137,306,545,"2,644","1,302","1,052",250,40,696,"9,427","3,034","5,355","1,185",463,494,"3,213","1,233",734,978,23
2017,종로구,계,"10,979","7,131","3,837","2,666",219,202,207,"1,603",893,126,397,47,21,35,39,16,***,29,472,10,44,17,339,62,186,70,96,15,5,90,650,156,395,45,8,70,272,110,95,89,***
2017,종로구,남자,"4,913","2,954","1,514","1,195",81,69,95,688,397,46,155,12,14,27,18,9,***,10,345,8,38,13,236,50,106,37,58,7,***,52,336,74,203,18,7,51,127,53,43,59,***
2017,종로구,여자,"6,066","4,177","2,323","1,471",138,133,112,915,496,80,242,35,7,8,21,7,***,19,127,***,6,***,103,12,80,33,38,8,***,38,314,82,192,27,***,19,145,57,52,30,***
2017,중구,계,"10,265","6,427","2,405","3,036",408,150,428,879,496,96,127,37,24,15,41,7,***,35,217,22,57,5,23,110,890,648,183,51,8,166,479,138,819,217,295,26,281,59,37,150,***
2017,중구,남자,"4,804","2,986","1,123","1,451",194,48,170,331,174,33,30,25,15,9,28,5,***,11,145,16,46,***,15,66,397,272,101,18,6,92,253,57,374,103,123,12,136,27,23,116,***
2017,중구,여자,"5,461","3,441","1,282","1,585",214,102,258,548,322,63,97,12,9,6,13,***,***,24,72,6,11,***,8,44,493,376,82,33,***,74,226,81,445,114,172,14,145,32,14,34,***
2017,용산구,계,"16,005","4,310",815,"2,055",254,"1,003",183,"1,908",279,617,484,61,28,37,323,20,5,54,890,26,332,100,30,402,625,153,366,75,31,325,"3,328",481,"1,556",218,65,265,"1,008",292,170,"2,117",***
2017,용산구,남자,"8,712","1,936",361,937,127,439,72,722,79,149,178,10,***,16,246,15,***,21,688,12,265,77,19,315,393,73,253,49,18,214,"1,746",264,811,58,22,174,557,157,74,"1,704",***
2017,용산구,여자,"7,293","2,374",454,"1,118",127,564,111,"1,186",200,468,306,51,24,21,77,5,***,33,202,14,67,23,11,87,232,80,113,26,13,111,"1,582",217,745,160,43,91,451,135,96,413,***
2017,성동구,계,"10,436","7,109","2,548","3,903",136,146,376,"1,259",595,207,209,75,30,31,76,9,***,25,320,27,145,41,37,70,169,62,85,17,5,53,739,221,318,36,10,41,231,112,57,78,***
2017,성동구,남자,"5,042","3,265","1,126","1,882",66,30,161,572,233,110,74,56,17,24,44,***,***,11,258,27,105,37,36,53,111,43,59,5,***,35,389,110,164,13,***,26,121,53,26,58,***
2017,성동구,여자,"5,394","3,844","1,422","2,021",70,116,215,687,362,97,135,19,13,7,32,7,***,14,62,***,40,***,***,17,58,19,26,12,***,18,350,111,154,23,6,15,110,59,31,20,***
2017,광진구,계,"18,399","15,328","4,750","9,507",113,269,689,"1,212",702,106,189,53,29,19,89,9,***,14,363,14,144,32,50,123,450,291,142,14,***,44,396,162,274,91,13,27,143,59,46,63,***
2017,광진구,남자,"8,323","6,832","1,913","4,516",44,40,319,381,227,23,34,20,14,8,43,7,***,***,264,12,118,23,29,82,298,230,59,7,***,27,214,70,135,49,***,18,64,36,17,49,***
2017,광진구,여자,"10,076","8,496","2,837","4,991",69,229,370,831,475,83,155,33,15,11,46,***,***,11,99,***,26,9,21,41,152,61,83,7,***,17,182,92,139,42,9,9,79,23,29,14,***
2017,동대문구,계,"17,942","12,536","6,647","4,248",302,373,966,"2,650","1,678",232,364,74,74,46,113,29,***,37,269,20,39,50,64,96,553,275,213,45,20,231,369,114,771,174,72,44,481,70,134,241,***
2017,동대문구,남자,"7,483","4,965","2,403","2,015",100,53,394,"1,084",781,78,99,21,30,17,37,8,***,12,203,16,39,37,42,69,313,170,121,13,9,152,173,62,288,64,32,28,164,40,42,158,***
2017,동대문구,여자,"10,459","7,571","4,244","2,233",202,320,572,"1,566",897,154,265,53,44,29,76,21,***,25,66,***,***,13,22,27,240,105,92,32,11,79,196,52,483,110,40,16,317,30,92,83,***
2017,중랑구,계,"6,013","4,645",704,"2,689",72,111,"1,069",843,507,110,193,5,21,***,***,***,***,***,72,***,12,30,19,7,101,76,16,8,***,15,148,60,91,22,17,19,33,18,8,12,***
2017,중랑구,남자,"2,475","2,005",279,"1,213",33,15,465,189,127,23,31,***,***,***,***,***,***,***,61,***,11,28,12,6,33,22,8,***,***,11,73,34,46,7,5,12,22,10,***,9,***
2017,중랑구,여자,"3,538","2,640",425,"1,476",39,96,604,654,380,87,162,***,20,***,***,***,***,***,11,***,***,***,7,***,68,54,8,5,***,***,75,26,45,15,12,7,11,8,***,***,***
2017,성북구,계,"13,191","8,420","4,993","1,746",263,325,"1,093","1,901","1,047",267,279,94,28,19,115,9,6,37,400,9,92,83,55,161,413,174,208,24,7,146,756,179,595,150,30,82,333,96,96,188,***
2017,성북구,남자,"5,694","3,437","2,057",787,106,49,438,699,430,82,61,37,7,7,57,5,5,8,282,6,71,58,36,111,235,115,105,9,6,117,338,87,275,49,15,43,168,47,38,139,***
2017,성북구,여자,"7,497","4,983","2,936",959,157,276,655,"1,202",617,185,218,57,21,12,58,***,***,29,118,***,21,25,19,50,178,59,103,15,***,29,418,92,320,101,15,39,165,49,58,49,***
2017,강북구,계,"4,443","3,236",745,"1,892",85,99,415,614,355,94,136,***,17,***,***,***,***,***,69,***,25,7,26,11,92,45,40,7,***,27,188,48,103,33,9,10,51,30,15,16,5
2017,강북구,남자,"1,719","1,313",297,819,38,10,149,113,65,21,21,***,***,***,***,***,***,***,47,***,19,6,15,7,29,17,12,***,***,25,88,26,49,8,***,10,29,17,***,8,***
2017,강북구,여자,"2,724","1,923",448,"1,073",47,89,266,501,290,73,115,***,15,***,***,***,***,***,22,***,6,***,11,***,63,28,28,7,***,***,100,22,54,25,7,***,22,13,12,8,***
2017,도봉구,계,"2,629","1,478",413,778,37,76,174,636,297,161,112,8,38,18,***,***,***,***,69,***,25,8,33,***,81,60,15,6,***,***,212,60,58,11,***,12,31,12,8,12,***
2017,도봉구,남자,"1,059",592,153,340,23,11,65,194,61,65,27,***,19,17,***,***,***,***,58,***,22,5,28,***,29,23,5,***,***,***,104,29,31,***,***,9,17,8,***,8,***
2017,도봉구,여자,"1,570",886,260,438,14,65,109,442,236,96,85,***,19,***,***,***,***,***,11,***,***,***,5,***,52,37,10,5,***,***,108,31,27,7,***,***,14,***,***,***,***
2017,노원구,계,"4,731","2,829","1,235",821,121,171,481,758,455,95,125,17,27,29,5,***,***,***,100,***,15,12,13,58,140,89,47,***,***,33,407,121,194,64,14,28,88,63,29,56,***
2017,노원구,남자,"2,092","1,212",601,377,39,18,177,233,141,25,32,11,9,12,***,***,***,***,74,***,6,12,10,45,89,60,26,***,***,22,187,71,115,27,7,20,61,33,14,41,***
2017,노원구,여자,"2,639","1,617",634,444,82,153,304,525,314,70,93,6,18,17,***,***,***,***,26,***,9,***,***,13,51,29,21,***,***,11,220,50,79,37,7,8,27,30,15,15,***
2017,은평구,계,"5,592","3,709",896,"2,005",395,342,71,877,436,109,169,18,76,37,15,***,***,13,70,8,8,12,13,29,127,68,51,8,***,8,388,121,165,35,20,26,84,59,18,48,***
2017,은평구,남자,"2,425","1,646",401,912,205,106,22,256,101,26,30,8,46,32,6,***,***,6,53,7,8,10,10,18,55,30,23,***,***,5,197,62,80,11,8,18,43,27,8,35,***
2017,은평구,여자,"3,167","2,063",495,"1,093",190,236,49,621,335,83,139,10,30,5,9,***,***,7,17,***,***,***,***,11,72,38,28,6,***,***,191,59,85,24,12,8,41,32,10,13,***
2017,서대문구,계,"13,152","8,260","4,279","1,513","1,783",489,196,"1,612",658,143,390,86,49,36,125,22,***,100,248,8,33,25,34,148,249,64,151,28,6,143,"1,132",266,858,112,27,105,614,132,99,151,***
2017,서대문구,남자,"4,812","2,942","1,368",647,802,69,56,415,167,29,113,11,11,15,36,***,***,31,157,5,24,15,21,92,128,30,90,***,***,69,495,123,325,27,7,57,234,60,27,70,***
2017,서대문구,여자,"8,340","5,318","2,911",866,981,420,140,"1,197",491,114,277,75,38,21,89,21,***,69,91,***,9,10,13,56,121,34,61,24,***,74,637,143,533,85,20,48,380,72,72,81,***
2017,마포구,계,"11,960","7,397","3,393","2,267","1,032",629,76,"1,160",344,96,380,71,35,48,93,8,***,81,249,11,37,25,60,116,218,48,144,21,5,84,"1,189",397,808,87,30,116,575,196,100,160,***
2017,마포구,남자,"5,015","2,813","1,210",973,437,168,25,396,99,28,124,15,12,41,44,***,***,29,179,10,30,15,38,86,118,19,82,13,***,49,608,201,359,26,11,72,250,106,44,141,***
2017,마포구,여자,"6,945","4,584","2,183","1,294",595,461,51,764,245,68,256,56,23,7,49,6,***,52,70,***,7,10,22,30,100,29,62,8,***,35,581,196,449,61,19,44,325,90,56,19,***
2017,양천구,계,"5,468","4,070",806,"2,942",152,105,65,577,284,130,107,8,22,16,5,***,***,***,59,24,14,9,7,5,50,28,22,***,***,5,366,167,77,26,***,23,25,77,9,11,***
2017,양천구,남자,"2,468","1,927",373,"1,448",78,10,18,152,66,38,21,***,7,13,***,***,***,***,51,24,13,6,***,***,18,8,10,***,***,***,172,61,33,5,***,14,14,38,6,6,***
2017,양천구,여자,"3,000","2,143",433,"1,494",74,95,47,425,218,92,86,5,15,***,***,***,***,***,8,***,***,***,***,***,32,20,12,***,***,***,194,106,44,21,***,9,11,39,***,5,***
2017,강서구,계,"8,682","6,091","1,168","4,411",205,216,91,964,363,162,169,39,88,79,55,5,***,***,107,10,16,25,12,44,178,71,88,15,***,18,518,229,313,81,23,57,152,130,73,60,***
2017,강서구,남자,"4,114","2,735",482,"2,083",102,37,31,386,94,37,48,20,64,75,44,***,***,***,86,9,15,20,12,30,96,28,59,6,***,15,262,134,208,46,8,36,118,85,57,50,***
2017,강서구,여자,"4,568","3,356",686,"2,328",103,179,60,578,269,125,121,19,24,***,11,***,***,***,21,***,***,5,***,14,82,43,29,9,***,***,256,95,105,35,15,21,34,45,16,10,***
2017,구로구,계,"41,907","40,041","5,950","33,674",155,165,97,948,440,116,166,21,64,75,59,7,***,***,136,20,47,27,13,29,116,45,62,8,***,6,259,114,168,36,21,27,84,53,20,44,***
2017,구로구,남자,"22,656","21,706","2,961","18,600",72,33,40,387,159,51,43,13,32,55,33,***,***,***,114,19,39,25,7,24,81,27,48,5,***,***,137,66,83,12,11,20,40,30,9,38,***
2017,구로구,여자,"19,251","18,335","2,989","15,074",83,132,57,561,281,65,123,8,32,20,26,6,***,***,22,***,8,***,6,5,35,18,14,***,***,***,122,48,85,24,10,7,44,23,11,6,***
2017,금천구,계,"25,443","24,161","3,007","20,902",50,73,129,853,383,159,169,41,63,33,5,***,***,***,146,12,20,33,44,37,57,27,20,10,***,***,89,44,59,20,9,***,27,16,7,10,***
2017,금천구,남자,"13,673","13,020","1,480","11,433",26,12,69,386,133,76,68,32,40,33,***,***,***,***,113,11,19,30,29,24,31,12,15,***,***,***,42,23,33,9,6,***,17,13,5,6,***
2017,금천구,여자,"11,770","11,141","1,527","9,469",24,61,60,467,250,83,101,9,23,***,***,***,***,***,33,***,***,***,15,13,26,15,5,6,***,***,47,21,26,11,***,***,10,***,***,***,***
2017,영등포구,계,"46,708","44,639","6,083","38,086",274,146,50,678,257,86,143,53,23,83,15,6,***,12,130,6,29,21,45,29,71,33,32,5,***,12,577,227,199,32,25,32,110,88,23,58,6
2017,영등포구,남자,"24,709","23,687","3,110","20,403",133,21,20,269,71,20,50,30,13,75,7,***,***,***,111,***,28,21,35,23,35,13,19,***,***,8,284,116,95,6,***,22,63,44,14,42,***
2017,영등포구,여자,"21,999","20,952","2,973","17,683",141,125,30,409,186,66,93,23,10,8,8,***,***,11,19,***,***,***,10,6,36,20,13,***,***,***,293,111,104,26,21,10,47,44,9,16,***
2017,동작구,계,"16,009","13,398","4,336","8,725",111,136,90,"1,039",626,64,184,42,39,21,35,8,***,18,152,32,49,9,6,56,155,55,85,13,***,14,483,182,322,71,8,21,222,82,47,133,***
2017,동작구,남자,"7,454","6,207","1,844","4,273",40,25,25,383,241,12,55,13,22,14,14,5,***,5,105,14,39,7,***,41,82,28,46,7,***,11,237,81,185,19,***,18,145,39,25,99,***
2017,동작구,여자,"8,555","7,191","2,492","4,452",71,111,65,656,385,52,129,29,17,7,21,***,***,13,47,18,10,***,***,15,73,27,39,6,***,***,246,101,137,52,5,***,77,43,22,34,***
2017,관악구,계,"24,475","20,553","3,592","16,386",124,219,232,"1,314",572,111,277,85,66,26,125,19,***,33,330,19,56,43,45,167,318,114,165,33,6,123,577,193,658,109,39,66,444,92,117,195,5
2017,관악구,남자,"11,466","9,661","1,544","7,948",37,44,88,428,183,23,74,27,39,11,55,7,***,9,231,12,44,32,33,110,146,46,82,15,***,61,322,92,273,25,18,32,198,52,58,139,***
2017,관악구,여자,"13,009","10,892","2,048","8,438",87,175,144,886,389,88,203,58,27,15,70,12,***,24,99,7,12,11,12,57,172,68,83,18,***,62,255,101,385,84,21,34,246,40,59,56,***
2017,서초구,계,"6,538","2,170",705,"1,159",99,180,27,457,113,111,111,18,17,19,36,7,***,25,118,10,15,***,13,77,153,42,99,7,5,114,"1,742",627,763,50,9,92,612,235,71,86,***
2017,서초구,남자,"3,168",994,435,459,38,50,12,167,46,14,35,9,10,15,20,6,***,12,92,8,11,***,13,57,91,20,61,5,5,69,861,261,413,22,5,58,328,118,36,64,***
2017,서초구,여자,"3,370","1,176",270,700,61,130,15,290,67,97,76,9,7,***,16,***,***,13,26,***,***,***,***,20,62,22,38,***,***,45,881,366,350,28,***,34,284,117,35,22,***
2017,강남구,계,"7,655","2,837","1,175","1,245",96,264,57,447,158,70,133,20,23,***,24,***,***,11,89,***,14,***,14,57,156,59,90,5,***,91,"2,418",811,445,58,6,90,291,272,35,53,***
2017,강남구,남자,"3,706","1,298",713,446,46,82,11,171,66,20,50,***,7,***,13,***,***,7,74,***,10,***,13,48,89,25,60,***,***,48,"1,249",356,242,21,***,58,161,132,17,30,***
2017,강남구,여자,"3,949","1,539",462,799,50,182,46,276,92,50,83,16,16,***,11,***,***,***,15,***,***,***,***,9,67,34,30,***,***,43,"1,169",455,203,37,***,32,130,140,18,23,***
2017,송파구,계,"9,418","6,354","1,082","4,896",84,192,100,697,260,92,163,17,75,64,12,6,***,8,68,8,***,16,11,32,114,45,61,6,***,61,"1,156",492,270,33,9,45,183,145,36,25,***
2017,송파구,남자,"4,476","3,003",515,"2,352",36,47,53,329,104,23,67,5,55,63,8,***,***,***,52,7,***,15,6,23,54,15,37,***,***,31,546,203,134,9,***,28,94,79,29,16,***
2017,송파구,여자,"4,942","3,351",567,"2,544",48,145,47,368,156,69,96,12,20,***,***,5,***,5,16,***,***,***,5,9,60,30,24,5,***,30,610,289,136,24,6,17,89,66,7,9,***
2017,강동구,계,"5,887","4,349",674,"3,343",48,117,167,659,324,78,142,7,71,27,7,***,***,***,72,***,35,13,8,12,87,48,30,8,***,15,343,165,74,19,7,23,25,86,16,20,***
2017,강동구,남자,"2,791","2,076",294,"1,679",23,15,65,240,95,18,41,***,54,27,***,***,***,***,58,***,29,12,5,9,48,25,20,***,***,8,169,78,44,7,***,19,16,47,9,13,***
2017,강동구,여자,"3,096","2,273",380,"1,664",25,102,102,419,229,60,101,***,17,***,6,***,***,***,14,***,6,***,***,***,39,23,10,6,***,7,174,87,30,12,5,***,9,39,7,7,***
2017,합계,계,"374,425","272,095","68,386","183,148","6,157","6,205","8,199","35,551","15,597","3,540","9,945","1,166","1,068",968,"2,481",220,22,544,"5,225",324,"1,236",573,"1,084","2,008","7,425","3,049","3,785",465,126,"1,794","26,940","5,691","11,391","2,300",809,"1,386","6,896","2,571","1,412","4,308",22
2017,합계,남자,"182,420","131,850","29,651","94,992","2,593","1,407","3,207","12,950","5,858",954,"2,582",436,575,717,"1,545",88,16,179,"3,775",240,954,412,749,"1,420","4,186","1,727","2,195",191,73,"1,058","15,293","2,701","5,375",918,318,832,"3,307","1,331",627,"3,257",17
2018,합계,여자,"192,005","140,245","38,735","88,156","3,564","4,798","4,992","22,601","9,739","2,586","7,363",730,493,251,936,132,6,365,"1,450",84,282,161,335,588,"3,239","1,322","1,590",274,53,736,"11,647","2,990","6,016","1,382",491,554,"3,589","1,240",785,"1,051",5
2018,종로구,계,"12,056","7,081","3,915","2,578",187,210,191,"2,530","1,471",130,705,52,30,30,52,16,***,42,486,8,27,12,382,57,205,64,127,10,***,93,827,148,409,65,8,58,278,110,92,74,***
2018,종로구,남자,"5,536","2,958","1,550","1,177",69,75,87,"1,179",774,40,255,12,23,22,25,9,***,18,351,6,24,5,272,44,113,32,72,7,***,54,469,70,184,23,6,36,119,60,41,57,***
2018,종로구,여자,"6,520","4,123","2,365","1,401",118,135,104,"1,351",697,90,450,40,7,8,27,7,***,24,135,***,***,7,110,13,92,32,55,***,***,39,358,78,225,42,***,22,159,50,51,17,***
2018,중구,계,"11,988","6,638","2,587","3,138",344,139,430,"1,710","1,069",89,373,28,18,15,45,7,***,64,186,29,52,***,19,82,"1,068",696,308,60,***,217,735,160,"1,045",379,332,48,286,59,39,129,***
2018,중구,남자,"5,735","3,112","1,212","1,512",173,50,165,699,496,25,94,12,8,10,28,5,***,20,124,22,40,***,10,50,501,312,162,25,***,116,455,71,509,195,145,20,149,28,22,96,***
2018,중구,여자,"6,253","3,526","1,375","1,626",171,89,265,"1,011",573,64,279,16,10,5,17,***,***,44,62,7,12,***,9,32,567,384,146,35,***,101,280,89,536,184,187,28,137,31,17,33,***
2018,용산구,계,"19,126","4,138",827,"1,975",242,923,171,"3,020",304,573,712,69,56,40,"1,200",23,***,39,925,31,352,114,25,403,898,130,661,71,36,386,"4,758",478,"1,633",238,70,260,"1,065",290,214,"2,382",***
2018,용산구,남자,"10,879","1,825",358,909,112,379,67,"1,464",97,133,207,14,24,17,944,13,***,11,672,13,260,75,20,304,594,54,480,39,21,251,"2,810",255,845,86,20,157,582,138,103,"1,918",***
2018,용산구,여자,"8,247","2,313",469,"1,066",130,544,104,"1,556",207,440,505,55,32,23,256,10,***,28,253,18,92,39,5,99,304,76,181,32,15,135,"1,948",223,788,152,50,103,483,152,111,464,***
2018,성동구,계,"11,307","7,342","2,711","3,942",116,160,413,"1,526",638,200,403,67,31,53,81,7,***,46,298,21,113,26,40,98,212,82,109,19,***,26,"1,083",239,340,40,9,34,257,111,53,77,***
2018,성동구,남자,"5,403","3,338","1,182","1,898",55,30,173,637,225,104,128,50,17,44,50,***,***,17,227,20,85,21,37,64,134,58,69,6,***,18,629,112,174,17,***,19,136,53,24,57,***
2018,성동구,여자,"5,904","4,004","1,529","2,044",61,130,240,889,413,96,275,17,14,9,31,5,***,29,71,***,28,5,***,34,78,24,40,13,***,8,454,127,166,23,7,15,121,58,29,20,***
2018,광진구,계,"19,729","15,621","4,811","9,662",127,261,760,"1,795",980,113,447,64,19,22,119,11,***,18,440,8,148,41,85,158,580,378,182,14,6,47,578,171,338,95,13,31,199,57,50,51,***
2018,광진구,남자,"9,032","7,098","2,003","4,689",40,44,322,528,324,22,84,21,5,7,49,9,***,5,314,7,120,32,51,104,405,297,98,7,***,25,341,82,159,49,5,19,86,32,15,32,***
2018,광진구,여자,"10,697","8,523","2,808","4,973",87,217,438,"1,267",656,91,363,43,14,15,70,***,***,13,126,***,28,9,34,54,175,81,84,7,***,22,237,89,179,46,8,12,113,25,35,19,***
2018,동대문구,계,"19,848","13,192","7,211","4,283",301,397,"1,000","3,550","2,069",230,860,97,54,43,132,29,***,35,299,23,37,58,77,104,691,336,282,52,21,185,566,108,850,180,67,54,549,65,139,201,***
2018,동대문구,남자,"8,324","5,231","2,654","2,052",88,52,385,"1,471","1,027",79,238,33,18,15,42,7,***,12,219,16,32,40,56,75,387,223,144,14,6,117,302,65,313,71,27,27,188,38,48,131,***
2018,동대문구,여자,"11,524","7,961","4,557","2,231",213,345,615,"2,079","1,042",151,622,64,36,28,90,22,***,23,80,7,5,18,21,29,304,113,138,38,15,68,264,43,537,109,40,27,361,27,91,70,***
2018,중랑구,계,"6,586","4,922",714,"2,773",57,120,"1,258","1,045",532,120,344,7,27,8,7,***,***,***,67,***,6,27,23,10,116,73,34,9,***,13,220,58,100,23,18,17,42,21,11,13,***
2018,중랑구,남자,"2,728","2,140",298,"1,261",23,16,542,243,156,21,55,***,***,6,***,***,***,***,57,***,6,25,17,8,49,24,20,5,***,7,135,28,44,5,5,11,23,11,***,10,***
2018,중랑구,여자,"3,858","2,782",416,"1,512",34,104,716,802,376,99,289,6,27,***,***,***,***,***,10,***,***,***,6,***,67,49,14,***,***,6,85,30,56,18,13,6,19,10,7,***,***
2018,성북구,계,"14,523","8,925","5,354","1,852",227,298,"1,194","2,312","1,131",262,593,107,32,15,120,13,6,33,413,16,81,84,59,173,566,230,307,21,8,129,"1,001",138,648,163,24,73,388,82,112,197,***
2018,성북구,남자,"6,173","3,632","2,185",847,85,54,461,720,411,69,114,34,11,5,59,7,***,6,282,8,61,55,37,121,340,165,158,10,7,94,507,67,319,64,11,45,199,35,39,138,***
2018,성북구,여자,"8,350","5,293","3,169","1,005",142,244,733,"1,592",720,193,479,73,21,10,61,6,***,27,131,8,20,29,22,52,226,65,149,11,***,35,494,71,329,99,13,28,189,47,73,59,***
2018,강북구,계,"4,947","3,386",798,"1,945",78,94,471,827,433,89,266,10,22,***,***,***,***,***,59,***,23,7,23,6,146,89,49,6,***,20,261,49,131,41,8,16,66,26,15,27,***
2018,강북구,남자,"1,971","1,406",314,886,34,9,163,170,106,17,37,***,***,***,***,***,***,***,44,***,21,6,12,5,72,53,18,***,***,15,145,26,61,13,***,12,34,16,***,14,***
2018,강북구,여자,"2,976","1,980",484,"1,059",44,85,308,657,327,72,229,6,19,***,***,***,***,***,15,***,***,***,11,***,74,36,31,6,***,5,116,23,70,28,6,***,32,10,13,13,***
2018,도봉구,계,"2,951","1,552",447,794,30,89,192,813,335,174,221,9,37,23,10,***,***,***,64,***,29,***,30,***,89,55,26,6,***,5,263,58,51,12,5,11,23,18,14,24,***
2018,도봉구,남자,"1,199",623,173,344,15,15,76,245,80,58,49,5,24,22,5,***,***,***,53,***,26,***,23,***,35,21,12,***,***,***,152,26,29,***,***,8,15,12,5,17,***
2018,도봉구,여자,"1,752",929,274,450,15,74,116,568,255,116,172,***,13,***,5,***,***,***,11,***,***,***,7,***,54,34,14,5,***,***,111,32,22,9,***,***,8,6,9,7,***
2018,노원구,계,"5,828","2,963","1,310",865,86,193,509,"1,511",972,89,341,31,27,35,9,***,***,***,118,***,19,19,19,57,214,133,70,8,***,27,552,118,191,63,13,24,91,47,30,56,***
2018,노원구,남자,"2,613","1,242",646,377,25,16,178,618,470,20,86,17,11,6,6,***,***,***,74,***,9,12,12,39,133,92,35,***,***,6,297,69,99,23,5,15,56,23,16,35,***
2018,노원구,여자,"3,215","1,721",664,488,61,177,331,893,502,69,255,14,16,29,***,***,***,***,44,***,10,7,7,18,81,41,35,5,***,21,255,49,92,40,8,9,35,24,14,21,***
2018,은평구,계,"5,970","3,722",908,"2,042",364,322,86,"1,021",443,115,321,23,50,37,27,***,***,***,63,7,9,5,11,31,155,73,73,8,***,10,569,116,164,37,16,29,82,72,19,59,***
2018,은평구,남자,"2,634","1,686",423,956,187,92,28,251,99,26,47,9,22,34,11,***,***,***,50,7,9,5,8,21,71,32,36,***,***,6,335,62,82,13,***,22,43,33,12,46,***
2018,은평구,여자,"3,336","2,036",485,"1,086",177,230,58,770,344,89,274,14,28,***,16,***,***,***,13,***,***,***,***,10,84,41,37,6,***,***,234,54,82,24,12,7,39,39,7,13,***
2018,서대문구,계,"14,366","8,498","4,651","1,487","1,690",482,188,"2,010",772,148,666,87,55,36,149,19,***,77,217,11,27,10,29,140,310,71,202,32,5,99,"1,654",269,914,115,25,112,662,143,101,149,***
2018,서대문구,남자,"5,230","3,026","1,537",627,736,77,49,449,182,31,127,14,17,11,46,***,***,19,134,5,21,5,17,86,142,33,102,***,***,47,817,120,327,27,9,56,235,69,32,66,***
2018,서대문구,여자,"9,136","5,472","3,114",860,954,405,139,"1,561",590,117,539,73,38,25,103,18,***,58,83,6,6,5,12,54,168,38,100,28,***,52,837,149,587,88,16,56,427,74,69,83,***
